Data_value,STATUS,UNITS,Magnitude,Subject,Group
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
13047.16,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
12972.527,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
12725.845,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
12091.179,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13788.058,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13772.667,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13909.267,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13128.303,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15268.804,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14908.758,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14959.931,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14039.008,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15738.897,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
16148.297,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15832.453,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14473.174,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13685.426,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15078.735,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14867.837,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13964.161,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
16964.465,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
16723.798,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
17148.057,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15833.86,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
19020.39,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
19683.93,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
19757.862,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
17985.021,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
20852.921,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
20872.67,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
12512.395,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
12672.285,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
12587.811,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13045.564,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13251.322,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13452.218,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13775.053,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14188.352,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14696.224,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14525.084,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14812.213,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15212.329,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15125.468,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15702.379,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15648.268,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15746.123,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13150.433,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14645.748,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14673.428,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15261.941,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
16294.933,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
16218.094,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
16904.407,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
17357.811,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
18261.49,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
19073.02,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
19462.426,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
19753.552,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
20008.337,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
20222.943,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
12577.274,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
12575.143,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
12703.885,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
12969.101,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13260.158,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13463.84,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
13773.293,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14242.043,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14549.415,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14630.531,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
14831.766,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15083.78,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15305.036,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15549.814,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
15730.678,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
608.795,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
615.288,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
712.469,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
682.043,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
588.859,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
664.329,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
710.807,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
746.61,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
643.4,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
734.115,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
735.413,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
770.617,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
651.267,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
803.775,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
860.289,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
889.277,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
589.656,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
733.89,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
779.956,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
917.319,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
708.535,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
771.078,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
828.369,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
881.655,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
695.365,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
843.75,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
888.82,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
991.736,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
759.77,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
980.262,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
709.816,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
613.905,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
677.589,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
630.343,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
679.114,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
663.038,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
677.918,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
692.369,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
736.35,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
733.204,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
704.535,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
712.56,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
745.579,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
800.951,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
829.963,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
815.101,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
680.453,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
728.5,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
756.35,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
834.027,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
824.696,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
763.181,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
805.692,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
797.136,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
814.405,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
833.842,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
864.696,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
895.354,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
892.311,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
967.587,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
697.807,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
672.509,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
653.229,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
654.675,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
660.268,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
672.377,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
673.413,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
700.197,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
729.135,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
730.222,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
709.963,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
711.895,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
748.962,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
798.66,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
826.367,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
608.795,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
615.288,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
712.469,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
682.043,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
588.859,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
664.329,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
710.807,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
746.61,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
643.4,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
734.115,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
735.413,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
770.617,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
651.267,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
803.775,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
860.289,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
889.277,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
589.656,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
733.89,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
779.956,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
917.319,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
708.535,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
771.078,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
828.369,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
881.655,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
695.365,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
843.75,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
888.82,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
991.736,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
759.77,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
980.262,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
709.816,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
613.905,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
677.589,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
630.343,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
679.114,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
663.038,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
677.918,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
692.369,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
736.35,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
733.204,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
704.535,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
712.56,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
745.579,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
800.951,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
829.963,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
815.101,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
680.453,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
728.5,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
756.35,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
834.027,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
824.696,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
763.181,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
805.692,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
797.136,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
814.405,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
833.842,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
864.696,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
895.354,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
892.311,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
967.587,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
697.807,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
672.509,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
653.229,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
654.675,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
660.268,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
672.377,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
673.413,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
700.197,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
729.135,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
730.222,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
709.963,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
711.895,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
748.962,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
798.66,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
826.367,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
3214.579,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3268.826,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3286.048,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3201.629,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3284.048,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3377.596,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3423.368,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3371.821,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3510.303,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3730.534,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3756.251,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3650.845,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3822.281,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4088.925,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4154.182,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3982.186,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3938.737,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4773.693,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4562.15,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4376.313,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4597.635,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4717.815,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5060.725,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4718.493,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5055.075,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5175.093,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5181.425,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4939.923,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
