Data_value,STATUS,UNITS,Magnitude,Subject,Group
22690.037,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
23793.314,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
22322.207,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
24717.058,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
24993.65,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
24821.244,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
25066.346,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
25176.384,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
25120.241,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
25067.157,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
25137.441,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
19144.805,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
19316.813,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
19508.07,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
19689.932,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
19938.579,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
20113.522,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
20225.212,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
20387.368,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
20620.612,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
20854.314,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3570.189,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4062.285,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4131.369,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3755.582,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3658.582,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4320.651,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4288.873,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3887.467,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3898.683,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4492.364,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4153.621,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
2276.721,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3695.481,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4276.991,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4180.847,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4388.338,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3588.917,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4072.961,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4037.249,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4445.674,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4812.067,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5264.42,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5237.252,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4935.241,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5064.514,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3778.703,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3864.061,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3938.47,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3932.357,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3851.079,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4115.381,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4153.976,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4016.951,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4051.482,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4317.088,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4110.641,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
2307.066,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3765.101,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4186.125,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4228.51,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4347.297,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3591.518,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4066.207,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4149.336,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4330.826,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4753.005,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5332.73,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5428.502,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4766.547,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4970.797,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3804.936,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3861.178,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3922.403,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
3944.117,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4004.416,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4112.016,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4121.597,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4038.072,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4089.511,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
4274.028,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
21944.613,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
25174.762,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23125.589,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
22915.826,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
22814.699,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
26312.705,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23974.841,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23697.998,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23776.153,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
27198.284,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24793.944,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
20051.821,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
25545.235,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
28504.644,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
26320.835,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
27482.01,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
25107.338,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
31001.526,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
28434.296,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
28529.375,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
28980.221,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
32689.372,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
29763.398,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
29253.925,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
29300.371,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
21269.258,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
21598.183,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
22009.557,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
22536.957,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
22803.693,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
22978.078,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23349.066,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23380.506,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23638.257,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23823.228,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24289.097,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24386.097,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24420.23,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24709.116,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
25106.089,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24943.664,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
20668.157,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
26389.35,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
26280.704,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
26938.806,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
28272.479,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
26005.128,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
28716.057,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
28993.923,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
29352.362,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
30125.446,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
30407.788,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
30183.127,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
30121.575,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
30570.15,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
21237.412,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
21601.783,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
22051.61,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
22485.026,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
22801.477,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23034.601,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23274.47,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23430.757,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23625.661,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
23919.344,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24223.742,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24347.27,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24467.627,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24755.754,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
24952.523,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1)
6863.56,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7052.113,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7642.823,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7446.887,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7201.294,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7179.966,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7966.261,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7821.789,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7514.249,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7647.701,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8397.456,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8135.983,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8017.403,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7911.991,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8723.181,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8093.1,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5613.637,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
6569.408,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7214.922,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7057.335,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7654.068,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7584.8,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8521.457,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8133.305,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
9319.98,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
10238.542,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
10941.335,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
10154.941,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
9927.711,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
9865.138,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7038.758,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7295.639,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7306.546,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7346.486,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7412.312,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7421.078,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7586.875,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7737.888,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7741.437,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7907.05,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7966.917,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8078.151,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8254.742,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8185.983,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8247.904,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8067.609,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
5772.119,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
6799.269,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
6807.332,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7053.762,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7867.337,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7845.256,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8031.543,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8145.332,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
9574.346,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
10586.469,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
10308.388,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
10176.702,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
10200.225,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
10194.653,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7115.619,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7232.917,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7326.97,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7352.346,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7390.502,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7449.414,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7584.002,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7705.418,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7783.829,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7875.849,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
7977.426,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8099.625,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8213.789,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8259.015,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
8216.166,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2)
